start	end	text
35000	36000	Section 2: certain other non-commercial uses permitted by copyright law. Cover, Copyright © 2020 Quicktime Press Back of Book Text, Copyright © 2020 Quicktime Press The Emerald Tablet of Hermes & The Kybalion: Two Classic Books on Hermetic Philosophy / Hermes Trismegistus & The Three Initiates. Paperback: ISBN-13: 978-1-946774-80-4 Hardback: ISBN-13: 978-1-946774-81-1 Ebook: ISBN-13: 978-1-946774-82-8 1. Body, Mind & Spirit—Alchemy, 2. Body, Mind & Spirit—Mysticism,
36000	37000	"Section 14: , anxious, and willing to pass on to those who were ready to receive the same. All students of the Occult recognize the debt that they owe to these venerable Masters of that ancient land. But among these great Masters of Ancient Egypt there once dwelt one of whom Masters hailed as ""The Master of Masters."" This man, if ""man"" indeed he was, dwelt in Egypt in the earliest days. He was known as Hermes Trismegistus. He was the father of the Occult Wisdom;"
37000	38000	"Section 14: ancient land. But among these great Masters of Ancient Egypt there once dwelt one of whom Masters hailed as ""The Master of Masters."" This man, if ""man"" indeed he was, dwelt in Egypt in the earliest days. He was known as Hermes Trismegistus. He was the father of the Occult Wisdom; the founder of Astrology; the discoverer of Alchemy. The details of his life story are lost to history, owing to the lapse of the years, though several of the ancient countries d"
38000	39000	Section 14: er. In ancient Egypt dwelt the great Adepts and Masters who have never been surpassed, and who seldom have been equaled, during the centuries that have taken their processional flight since the days of the Great Hermes. In Egypt was located the Great Lodge of Lodges of the Mystics. At the doors of her Temples entered the Neophytes who afterward, as Hierophants, Adepts, and Masters, traveled to the four corners of the earth, carrying with them t
39000	40000	"Section 14: t in many books written on various phases of Occultism. And yet, the Hermetic Philosophy is the only Master Key which will open all the doors of the Occult Teachings! In the early days, there was a compilation of certain Basic Hermetic Doctrines, passed on from teacher to student, which was known as ""THE KYBALION,"" the exact significance and meaning of the term having been lost for several centuries. This teaching, however, is known to many to whom it has desce"
40000	41000	Section 15: attention, and which, without such explanation, are non-understandable and defy scientific treatment. An understanding of this great Hermetic Principle of Mentalism enables the individual to readily grasp the laws of the Mental Universe, and to apply the same to his well-being and advancement. The Hermetic Student is enabled to apply intelligently the great Mental Laws, instead of using them in a haphazard manner. With the Master-Key in his possession,
41000	42000	"Section 15: d that of Polarity have been closely studied by the Hermetists, and the methods of counteracting, neutralizing, and USING them form an important part of the Hermetic Mental Alchemy. 6. The Principle of Cause and Effect ""Every Cause has its Effect; every Effect has its Cause; everything happens according to Law; Chance is but a name for Law not recognized; there are many planes of causation, but nothing escapes the Law.""—The Kybalion. This Principl"
42000	43000	"Section 15: hing vibrates""; ""nothing is at rest""; facts which Modern Science endorses, and which each new scientific discovery tends to verify. And yet this Hermetic Principle was enunciated thousands of years ago, by the Masters of Ancient Egypt. This Principle explains that the differences between different manifestations of Matter, Energy, Mind, and even Spirit, result largely from varying rates of Vibration. From THE ALL, which is Pure Spirit, down to the gr"
43000	44000	"Section 16: HE ALL is Mind; the Universe is Mental,"" in the words of The Kybalion. We ask the close attention, and careful study of this great Principle, on the part of our students, for it is really the Basic Principle of the whole Hermetic Philosophy, and of the Hermetic Art of Mental Transmutation."
44000	45000	"Section 16: ne is important enough in its effects, to be sure, and if the art stopped there it would still be one of the most important branches of study known to man. But this is only the beginning. Let us see why! The first of the Seven Hermetic Principles is the Principle of Mentalism, the axiom of which is ""THE ALL is Mind; the Universe is Mental,"" which means that the Underlying Reality of the Universe is Mind; and the Universe itself is Mental—that is, ""existing in th"
45000	46000	"Section 16: of ""brain-action"") the ancients possessed a knowledge of transcendental astronomy, called astrology; of transcendental chemistry, called alchemy; of transcendental psychology, called mystic psychology. They possessed the Inner Knowledge as well as the Outer Knowledge, the latter alone being possessed by modern scientists. Among the many secret branches of knowledge possessed by the Hermetists, was that known as Mental Transmutation, which forms the sub"
46000	47000	"Section 16: see that Mental Transmutation is the ""Art of Mental Chemistry,"" if you like the term—a form of practical Mystic Psychology. But this means far more than appears on the surface. Transmutation, Alchemy, or Chemistry on the Mental Plane is important enough in its effects, to be sure, and if the art stopped there it would still be one of the most important branches of study known to man. But this is only the beginning. Let us see why! The first of the S"
47000	48000	"Section 18: be able to know the Whole Truth of being At One with THE ALL. Such is the report of the Illumined—those who have advanced well along The Path. And, in the meantime, rest calm and serene—you are safe and protected by the Infinite Power of the FATHER-MOTHER MIND. ""Within the Father-Mother Mind, mortal children are at home.""—The Kybalion. ""There is not one who is Fatherless, nor Motherless in the Universe.""—The Kybalion."
48000	49000	"Section 18: Two Aspects are merely aspects of manifestation. The teaching is that The Masculine Principle manifested by THE ALL stands, in a way, apart from the actual mental creation of the Universe. It projects its Will toward the Feminine Principle (which may be called ""Nature"") whereupon the latter begins the actual work of the evolution of the Universe, from simple ""centers of activity"" on to man, and then on and on still higher, all according to well-establishe"
49000	50000	"Section 19: merely teaches that the nature of the Universe is ""Mental,"" while modern science has taught that it is ""Material""; or (of late) that it is ""Energy"" at the last analysis. The Hermetic Teachings have no fault to find with Herbert Spencer's basic principle which postulates the existence of an ""Infinite and Eternal Energy, from which all things proceed."" In fact, the Hermetics recognize in Spencer's philosophy the highest outside statement of the workings"
50000	51000	"Section 20: It is equally true that THE ALL is in ALL."" This apparently contradictory statement is reconcilable under the Law of Paradox. It is, moreover, an exact Hermetic statement of the relations existing between THE ALL and its Mental Universe. We have seen how ""All is in THE ALL""—now let us examine the other aspect of the subject. The Hermetic Teachings are to the effect that THE ALL is Imminent in (""remaining within; inherent; abiding within"") its Universe,"
51000	52000	Section 21: ained along the lines of the Hermetic Philosophy for years—yes, those who have brought with them from other incarnations the knowledge acquired previously—can comprehend just what is meant by the Teaching regarding these Spiritual Planes. And much of these Inner Teachings is held by the Hermetists as being too sacred, important and even dangerous for general public dissemination. The intelligent student may recognize what we mean by this when we state t
52000	53000	Section 21: e the ecstasy of Absorption by THE ALL, in order to help the race on its upward journey along The Path. But, they belong to the Universe, and are subject to its conditions—they are mortal—and their plane is below that of Absolute Spirit. Only the most advanced Hermetists are able to grasp the Inner Teachings regarding the state of existence, and the powers manifested on the Spiritual Planes. The phenomena is so much higher than that of the Mental Plane
53000	54000	"Section 21: each Plane, every Effect having its Cause and every Cause having its effect. The Principle of Gender manifests on each Plane, the Creative Energy being always manifest, and operating along the lines of its Masculine and Feminine Aspects. ""As Above so Below; as Below, so Above."" This centuries old Hermetic axiom embodies one of the great Principles of Universal Phenomena. As we proceed with our consideration of the remaining Principles, we will see even"
54000	55000	"Section 21: lly recognized by all occultists, and the esoteric writings are full of mention of them. The readers of Bulwer's ""Sanoni"" and similar tales will recognize the entities inhabiting these planes of life. Passing on from the Great Mental Plane to the Great Spiritual Plane, what shall we say? How can we explain these higher states of Being, Life and Mind, to minds as yet unable to grasp and understand the higher subdivisions of the Plane of Human Mind? The tas"
55000	56000	"Section 22: er his mental states, moods, etc. In the same way he may affect the minds of others, producing the desired mental states in them. In short, he may be able to produce on the Mental Plane that which science produces on the Physical Plane—namely, ""Vibrations at Will."" This power of course may be acquired only by the proper instruction, exercises, practice, etc., the science being that of Mental Transmutation, one of the branches of the Hermetic Art. A li"
56000	57000	Section 22: es. This Hermetic Principle was recognized by some of the early Greek philosophers who embodied it in their systems. But, then, for centuries it was lost sight of by the thinkers outside of the Hermetic ranks. But in the Nineteenth Century physical science re-discovered the truth and the Twentieth Century scientific discoveries have added additional proof of the correctness and truth of this centuries-old Hermetic doctrine. The Hermetic Teachings are that
57000	58000	Section 26: estation of Gender on a certain plane of the Great Physical Plane—the plane of organic life. We wish to impress this distinction upon your minds, for the reason that certain writers, who have acquired a smattering of the Hermetic Philosophy, have sought to identify this Seventh Hermetic Principle with wild and fanciful, and often reprehensible, theories and teachings regarding Sex. The office of Gender is solely that of creating, producing, generating, etc
58000	59000	"Section 27: Phenomena,"" that: ""The mystic jargon of the Hermetic philosophers discloses the same general idea"" i.e., the duality of mind. If Dr. Hudson had taken the time and trouble to decipher a little of ""the mystic jargon of the Hermetic Philosophy,"" he might have received much light upon the subject of ""the dual mind""—but then, perhaps, his most interesting work might not have been written. Let us now consider the Hermetic Teachings regarding Mental Gender. The H"
59000	60000	"Section 27: studied from any good text-book upon psychology, with the key that we have given you regarding Mental Gender. The student of Psychic Phenomena is aware of the wonderful phenomena classified under the head of Telepathy; Thought Transference; Mental Influence; Suggestion; Hypnotism, etc. Many have sought for an explanation of these varied phases of phenomena under the theories of the various ""dual mind"" teachers. And in a measure they are right, for there i"
60000	61000	Section 27: the master-key to these dimly known regions of mental operation and manifestation. The principle of Mental Gender gives the truth underlying the whole field of the phenomena of mental influence, etc. The tendency of the Feminine Principle is always in the direction of receiving impressions, while the tendency of the Masculine Principle is always in the direction of giving, out or expressing. The Feminine Principle has much more varied field of operation
61000	62000	"Section 27: upon the great plane upon which the creation of Universes is performed. The two are similar in kind, although vastly different in degree. ""As above, so below; as below, so above."" These aspects of mind—the Masculine and Feminine Principles—the ""I"" and the ""Me""—considered in connection with the well-known mental and psychic phenomena, give the master-key to these dimly known regions of mental operation and manifestation. The principle of Mental Gender give"
62000	63000	"Section 28: ain call your attention to the Hermetic Axiom: ""True Hermetic Transmutation is a Mental Art.""—The Kybalion. In the above axiom, the Hermetists teach that the great work of influencing one's environment is accomplished by Mental Power. The Universe being wholly mental, it follows that it may be ruled only by Mentality. And in this truth is to be found an explanation of all the phenomena and manifestations of the various mental powers which are attrac"
63000	64000	Section 28: lly to the Higher Plane causes the swing of the mental pendulum to manifest on the Lower Plane, and he, dwelling on his Higher Plane, escapes the consciousness of the swing backward. This is effected by polarizing on the Higher Self, and thus raising the mental vibrations of the Ego above those of the ordinary plane of consciousness. It is akin to rising above a thing and allowing it to pass beneath you. The advanced Hermetist polarizes himself at
64000	65000	Section 28: mental powers which are attracting so much attention and study in these earlier years of the Twentieth Century. Back of and under the teachings of the various cults and schools, remains ever constant the Principle of the Mental Substance of the Universe. If the Universe be Mental in its substantial nature, then it follows that Mental Transmutation must change the conditions and phenomena of the Universe. If the Universe is Mental, then Mind must be the
65000	66000	"Section 28: nary man—and yet both swimmer and log; wise man and fool, are subject to Law. He who understands this is well on the road to Mastery.""—The Kybalion. In conclusion let us again call your attention to the Hermetic Axiom: ""True Hermetic Transmutation is a Mental Art.""—The Kybalion. In the above axiom, the Hermetists teach that the great work of influencing one's environment is accomplished by Mental Power. The Universe being wholly mental, it follows that it may be"
66000	67000	"Section 28: ve allowed themselves to vibrate too constantly on the Negative pole of things. By changing your polarity you may master your moods, change your mental states, remake your disposition, and build up character. Much of the Mental Mastery of the advanced Hermetics is due to this application of Polarity, which is one of the important aspects of Mental Transmutation. Remember the Hermetic Axiom (quoted previously), which says: ""Mind (as well as metals and"
67000	68000	"Section 8: e Departments of Nature. It refixes the most subtle Oxygen into its own fiery Nature"". The power increases ""in a tenfold ratio, at every multiplication"". So it can penetrate Gold and Silver, and fix mercury, Crystals and Glass Fluxes. Burckhardt: ""Alchemical fixation is nevertheless more inward... Through its union with the spirit bodily consciousness itself becomes a fine and penetrating power"". He quotes Jabir: ""The body becomes a spirit, and take"
68000	69000	Section 13: We take great pleasure in presenting to the attention of students and investigators of the Secret Doctrines this little work based upon the world-old Hermetic Teachings. There has been so little written upon this subject, notwithstanding the countless references to the Teachings in the many works upon occultism, that the many earnest searchers after the Arcane Truths will doubtless wel
69000	70000	Section 5: (Largely Summarized from Needham 1980, & Holmyard 1957) The Tablet probably first appeared in the West in editions of the psuedo-Aristotlean Secretum Secretorum which was actually a translation of the Kitab Sirr al-Asar, a book of advice to kings which was translated into Latin by Johannes Hispalensis c.1140 and by Philip of Tripoli c.1243. Other translations of the Tablet may
70000	71000	Section 11: Translation from Roger Bacon's edition of Secretum Secretorum made c 1445 1) TROUTH hath hym so, and it is no doubt, 2) that the lower is to the heigher, and the heigher to the lower aunsweren. The worcher forsoth of all myracles is the one and sool God, of and fro Whom Cometh all
71000	72000	"Section 14: gends of the ""Philosopher's Stone"" which would turn base metal into Gold, was an allegory relating to Hermetic Philosophy, readily understood by all students of true Hermeticism. In this little book, of which this is the First Lesson, we invite our students to examine into the Hermetic Teachings, as set forth in THE KYBALION, and as explained by ourselves, humble students of the Teachings, who, while bearing the title of Initiates, are still student"
72000	73000	Section 15: he Kybalion. This Principle embodies the truth that there is GENDER manifested in everything—the Masculine and Feminine Principles ever at work. This is true not only of the Physical Plane, but of the Mental and even the Spiritual Planes. On the Physical Plane, the Principle manifests as SEX, on the higher planes it takes higher forms, but the Principle is ever the same. No creation, physical, mental or spiritual, is possible without this Principle. An
73000	74000	"Section 15: nd UNDEFINABLE, but which may be considered and thought of as AN UNIVERSAL, INFINITE, LIVING MIND. It also explains that all the phenomenal world or universe is simply a Mental Creation of THE ALL, subject to the Laws of Created Things, and that the universe, as a whole, and in its parts or units, has its existence in the Mind of THE ALL, in which Mind we ""live and move and have our being."" This Principle, by establishing the Mental Nature of the Univ"
74000	75000	"Section 15: The Principles of Truth are Seven; he who knows these, understandingly, possesses the Magic Key before whose touch all the Doors of the Temple fly open.""—The Kybalion. The Seven Hermetic Principles, upon which the entire Hermetic Philosophy is based, are as follows: 1. The Principle of Mentalism. 2. The Principle of Correspondence. 3. The Principle of Vibration. 4. The Principle of Polarity. 5. The Principle of Rhythm. 6. The Principle of Cause and Effect."
75000	76000	"Section 16: hology. They possessed the Inner Knowledge as well as the Outer Knowledge, the latter alone being possessed by modern scientists. Among the many secret branches of knowledge possessed by the Hermetists, was that known as Mental Transmutation, which forms the subject matter of this lesson. ""Transmutation"" is a term usually employed to designate the ancient art of the transmutation of metals—particularly of the base metals into gold. The word ""Transmute"" mean"
76000	77000	"Section 17: f inquiry, particularly as they agree with the reports of the Illumined on higher planes. And to this inquiry we now invite you. ""THAT which is the Fundamental Truth—the Substantial Reality—is beyond true naming, but the Wise Men call it THE ALL.""—The Kybalion. ""In its Essence, THE ALL is UNKNOWABLE.""—The Kybalion. ""But, the report of Reason must be hospitably received, and treated with respect.""—The Kybalion. The human reason, whose reports we"
77000	78000	Section 18: a may seem startling to some of you who hear it for the first time, but you have all really passively accepted it in your everyday conceptions. You speak of the Fatherhood of God, and the Motherhood of Nature—of God, the Divine Father, and Nature the Universal Mother—and have thus instinctively acknowledged the Principle of Gender in the Universe. Is this not so? But, the Hermetic teaching does not imply a real duality—THE ALL is ONE—the Two Aspects
78000	79000	Section 18: and yet his Spirit pervades the Mental Creation. Following the Principle of Correspondence, we are justified in considering that THE ALL creates the Universe MENTALLY, in a manner akin to the process whereby Man creates Mental Images. And, here is where the report of Reason tallies precisely with the report of the Illumined, as shown by their teachings and writings. Such are the teachings of the Wise Men. Such was the Teaching of Hermes. THE ALL can
