start	end	text
249000	250000	Section 8: calculable. We cannot assume human motivations, human psychology, human standards of any kind and especially not human concepts of right and wrong, morality, or ethics. We have to assume that they have not landed “on the White House lawn” because they have no concept of what any of that means or simply don’t care; their priorities may very well be entirely different, their standards of behavior impossible for us to fathom. We have to hope for the b
250000	251000	Section 8: ca’s media. Now that the cat is out of the bag, so to speak, you all want to know what we know. Guess what? Peter wants to know what Tom knows. Tom wants to know what his advisors know. The advisors want to know what the Special Access Programs have in their files, files to which even they do not have access. Everybody wants to see definitive proof, or at least confirmation of their worst suspicions. We want to see a living Alien. Hell, we want to see a dead A
251000	252000	Section 8: controversial topic, due to the subjective nature of experience itself, which is exacerbated by an insistence that some otherworldly force generated the experience. The Harvard psychologist John Mack did the world a service by taking the “alien abduction” experience seriously and by discovering certain common elements between experiencers.15 He
252000	253000	Section 8: ing so, we may find that the rather partisan perspectives of the UFO communities that focus on only one or two possible explanations for the Phenomenon (most notably the extraterrestrial hypothesis, or ETH) do not adequately describe the true nature of the experience, which may be more holistic—in terms of physics, biology, and consciousness—than we suspect. This d
253000	254000	Section 8: Like a machine. Both the mechanist and the mystic stand inside the limits and conceptual laws of a civilization which is ruled by a contradictory and murderous mixture of machines and gods. —Wilhelm Reich, Ether,God and Devil War is a constant condition of humanity. In the United States, we spend more money on armaments and defense than we do any other area of investment. Much of that is devoted to the defense of allies as well as our own nation
254000	255000	Section 6: , but never as partners in national defense. The soft sciences, such as psychology, sociology, and philosophy, are not invoked at all. As for the arts, they are ignored. In 2022, during an interview with Tucker Carlson, Dr. Garry Nolan had this to say in the same vein: GARRY NOLAN: “When you start asking the question: How will the admission that we are not at the top of the food chain anymore change all the religions, right? Because one of the first q
255000	256000	Section 6: of us is a scientist or a member of the defense establishment. In consideration of full disclosure, one of us (Levenda) was for about six years (1973–1979) an employee of one of America’s largest defense contractors, the Bendix Corporation, but in a sales and marketing office in Manhattan and not in one of the laboratories or factories, and thus he did not have a security clearance. (It is interesting to note, though, that one of Bob Lazar’s ID badges at
256000	257000	Section 34: and accepted modes of reasoning with the math and science we already have lying around and opt instead for an approach that thinks the unthinkable. We have to integrate consciousness studies into this approach and stop arguing about what it is or where it comes from. We have studies already on the books from the 1960s SRI programs to the present day
257000	258000	Section 34: hey know exactly the degree to which we have mastered certain forms of energy, ballistics, and aeronautics. There can be no mystery to a potential adversary who knows ahead of time where our F16s will be (their CAP, or “Combat Air Patrol” rendezvous point) or who can shut off and on our nuclear missile silos at will. These are not probes to gauge our technology. They have also witnessed the state of constant warfare on this planet. They know we kill eac
258000	259000	Section 34: nervously to finish the job before we have to stop and recognize that there is a greater power in our neighborhood that may have other plans. Is death known to the Alien, and if so, to the same extent it is known to us? If Aliens are organic, do they have knowledge of “life after death”? Do they live as long as we do, or are their lifespans shorter or longer? Do they decay after death? Why have we not seen alien bodies? Do they evaporate their d
259000	260000	Section 34: There was simply no way for the Aztecs to know any of this. There was no way for the Aztecs to invade Spain. They did not know it existed until the conquistadores arrived. The same was true for the indigenous peoples of North America when the English, Dutch, and French arrived. One saving grace was the fact that both the Europeans and the native Americans were human: they breathed air, ate food, had to sleep, and so on. They had a head, four limbs,
260000	261000	Section 6: arch for the science behind the Phenomenon will take too long, and in the meantime the threat of an alien invasion is very real, and we must accept that it could even be imminent. His plea is also directed at the defense establishment itself: take the UFO Phenomenon seriously. Now. There is no time to lose. To be honest, we have heard these argum
261000	262000	Section 34: of knowing the degree of their vulnerability to human weapons, human weaknesses, or earthly elements. So now imagine those same Aztecs, but instead of the Spanish arriving on sailing ships they witness Aliens arriving on Tic Tacs. It’s game over. All we can do is invoke the Blanche DuBois rule (from 1947) and “depend on the kindness of strangers.”200 Thus, the American military and intelligence establishment—for example—cannot war-game their way
262000	263000	Section 34: Sekret_Machines_-_WAR_ebook-10 All domination involves invasion—at times physical and overt, at times camouflaged, with the invader assuming the role of a helping friend. —Paulo Freire, The Pedagogy of the Oppressed (1970) As we will see in the following chapter, the reason why no earthly government or military can plan for a conflict with an alien force is that we have no idea where the Alien comes f
