start	end	text
74000	75000	Section 11: s with American Nazi leader James Madole of the National Renaissance Party. Even more incredibly, Thompson was also (for a while) the publicity and literary agent for Marguerite Oswald: the mother of accused JFK assassin Lee Harvey Oswald! Operation HIGHJUMP ended in February 1947, and June of that year saw the Kenneth Arnold “flying saucer” sighting, followed immediately by the Maury Island affair and then, of course, the Roswell episode.59 The National
75000	76000	Section 12: d personnel that were controversial, to say the least, and this brings us back to the Roswell deception. In the 1970s, journalist Paul Manning (a former colleague of Edward R. Murrow at CBS) found himself on the trail of Martin Bormann.79 Bormann was Hitler’s second-in-command after the flight of Rudolf Hess to England. It was believed by many that Bormann had died in Berlin in May of 1945 after the fall of that city to Soviet Red Army troops. However
76000	77000	Section 12: tion since it began: Dr. Theodore von Kármán, of the Jet Propulsion Laboratory at Caltech and the Aerojet Corporation, and father figure to the Suicide Squad. His most famous protégé was the occultist and rocketry genius Jack Parsons, a man who lost his security clearance only a month earlier (in May 1948) due to his suspected Communist sympathies. His second most famous protégé was William Perl himself: the man who had the combination to von Kármán
77000	78000	Section 31: ister who would author a six-page memo, dated August 27, 1947, on Kenneth Arnold and the Maury Island affair in response to the Wilcox memo for Hoover.136 In that report by Wilcox—the names of Dahl and Elmer Vogel of the Associated Press are redacted in the original declassified file but restored in later versions—we discover that Dahl was strongly encouraged by his wife to recant the story of the UFO sighting. In fact, according to the official FBI rep
78000	79000	Section 10: comes as something of a blow to Parsons. His life is already a mess. In May of 1948, an investigation begins into his life and his involvement with the OTO, conducted by the Army’s CIC (Counter Intelligence Corps) led by Major Sam Bruno out of Wright-Patterson Air Force Base. The CIC reports their investigation to the FBI. In September 1948 he is suspended from his position at the Jet Propulsion Laboratory—the organization he helped to create—because o
79000	80000	Section 12: e Earth and the top of the world. The NANOOK Operation was created in late April of 1946 and began in July of that year. This was the same time (May 2, 1946) that the Air Force’s Hap Arnold issued the RAND study entitled Preliminary Design of an Experimental World-Circling Spaceship. It was also during this same period that Scandinavia was experiencing the phenomenon of the “ghost rockets.” This was a period of increasing UFO activity—especially in Scandi
80000	81000	Section 12: hed into NASA in 1958. Much of the correspondence that took place in the 1940s on space, missile and rocket programs, and aerodynamics generally involved NACA, the Air Force’s Air Materiel Command at Wright Airfield, the Jet Propulsion Lab at Caltech, Langley Field, and several other installations across the country. Von Kármán was intimately involved in all of these, and his office at Columbia University in 1948 was a kind of clearinghouse for a mountain
81000	82000	Section 12: that same time, General Walter Dornberger was being welcomed to Wright Field in Dayton, Ohio. Wernher von Braun was sent to Fort Bliss, Texas, in 1945 before being transferred to Huntsville, Alabama, at the start of the Korean War in 1950. A few years later, von Braun was attending meetings of NACA, the forerunner of NASA and where both von Kármán and William Perl had been familiar faces. That Perl was a Soviet spy there was no doubt; but suspect
82000	83000	Section 13: , of course, Arthur and Ruth Young were both friends and colleagues of Andrija Puharich who—on November 4, 1963—was a guest speaker at the annual meeting of the IEEE (Institute of Electrical and Electronics Engineers) in Cedar Rapids, Iowa. The subject of his talk was “Potential Applications of Extrasensory Perception to Man in Space.” Indeed, this was a topic of great controversy in 1963 among both the Americans and the Russians. That same year, in
83000	84000	Section 13: d the Soviets, and on September 20, 1963, in a speech before the United Nations, he proposed working with the Soviets on a joint lunar mission rather than make it a “national competition.” On November 12, 1963, he signed National Security Action Memorandum No. 271, addressed to “The Administrator, National Aeronautics and Space Administration” (i.e., NASA) with the subject line: “Cooperation with the USSR on Outer Space Matters,” reiterating what he told the United Nation
84000	85000	Section 31: d dangerous. This space race could be our God. They could have left the earth millennia ago. —Morris Jessup, letter dated December 20, 1954 Matheson Hammock Park, in Coral Gables, Florida, is directly across the bay from Key Biscayne. It is a pleasant area of Miami, a little to the south of the University of Miami campus. It’s tropical, with lush vegetation and a nice view of the water. In short, it’s as good a place as any to die. On April 20, 1959
85000	86000	Section 36: aperclip program. The modern UFO era was ushered in by the 1947 sightings by Kenneth Arnold, followed within weeks by the infamous Roswell incident in New Mexico, an incident that came under the jurisdiction of the 509th Bombardment Group of the Army Air Force stationed at Roswell Air Base. It was the 509th Composite Group, home of the famous Enola Gay bomber, that dropped the atomic bombs on Japan in 1945 and that was renamed the 509th Bombardment Group
86000	87000	Section 10: d the mystique of German origins in the mythical land of Thule—which became conflated in places with Shambhala and Agarttha—the Nazis seemed quite cultish, and moreover they had their charismatic leader in Adolf Hitler. With Walter and Reimar Horten we had two brothers who came up through the ranks of the Nazi Party, from Hitler Youth to official Party membership, and dedicated service to the cause of Hitler’s secret weapons. With Jack Parsons, we
87000	88000	Section 10: f Hitler. With Walter and Reimar Horten we had two brothers who came up through the ranks of the Nazi Party, from Hitler Youth to official Party membership, and dedicated service to the cause of Hitler’s secret weapons. With Jack Parsons, we have a similar figure; a man who was playing with rockets at the same time that the Hortens were playing with gliders. Parsons did not belong to the Nazi Party, however, but to the Ordo Templi Orientis, the magical
88000	89000	Section 10: Kennedy assassination. One of the FBI agents sent by J. Edgar Hoover to investigate these UFO sightings in the Pacific Northwest—including Tacoma—is Guy Banister. Guy Banister later would retire from the FBI and move to New Orleans where he set up a private detective agency and become another suspect in Garrison’s probe of the Kennedy assassination. In July, the same month as the shipment of recovered Roswell debris to Wright Field, the National S
89000	90000	Section 11: , such as in friendly countries in Latin America. In Bolivia, Klaus Barbie even rose to the head of that country’s secret police organization. In Chile, Colonia Dignidad served as a sanctuary for Nazis on the run—such as Josef Mengele—and as a training site for Chilean secret police interrogation specialists. Colonia Dignidad was also revealed as a node in Operation Condor: a multinational anti-Communist terrorist and assassination program, run by lo
90000	91000	Section 11: or the Reich, and who then became one of the players in the postwar Nazi underground, consorting with such individuals as SS commando Otto Skorzeny and Luftwaffe ace Hans-Ulrich Rudel as well as with American Nazi leader James Madole of the National Renaissance Party. Even more incredibly, Thompson was also (for a while) the publicity and literary agent for Marguerite Oswald: the mother of accused JFK assassin Lee Harvey Oswald! Operation HIGHJUMP e
91000	92000	Section 13: ce in Maine, he and his wife Ruth Paine had formed the Foundation for the Study of Consciousness, based in Philadelphia. Ruth Paine was born Ruth Forbes, a member of the old money Boston Forbes family and a descendant of Ralph Waldo Emerson. She was also related to John Forbes Kerry, presidential candidate and secretary of state under President Obama. Her previous marriage had been to George Lyman Paine, a man believed to have been a Trotskyite but who som
92000	93000	Section 13: d’s CIA handler—was the man who introduced Lee Harvey Oswald to Ruth Paine. Investigators at the crime scene in Florida discovered that de Mohrenschildt had left behind an address book. In it was the much-cited entry for George H. W. Bush that attracts most of the attention. However, the de Mohrenschildt address book also contained an entry for R. Gordon Wasson. Wasson was to magic mushrooms what Timothy Leary was to LSD. Wasson was a serious researcher
93000	94000	Section 13: e assassination: Ruth Hyde Paine. Ruth Paine was married to Michael Paine, the son of Mrs. Young by her former husband, George Lyman Paine. It was Ruth Paine who, with the reason that she wanted to learn Russian, invited Marina Oswald to live with her at her home in Irving, Texas. Marina Oswald, of course, was the Russian-born wife of Lee Harvey Oswald, the alleged assassin of President Kennedy and herself the niece of an officer in Soviet military i
94000	95000	Section 13: mid-twentieth-century America. They had ties to the Theosophical Society, Alice Bailey, TheUrantiaBook, the Foundation for the Study of Consciousness, a director of the CIA, a vice president of the United States, a signer of the Declaration, and—as the story unfolds—the Pentagon, the CIA itself, the Stanford Research Institute (SRI), DARPA,
95000	96000	Section 31: and Palmer immediately wired him the two hundred dollars. By now, Arnold felt that there was no way he could refuse. He would go to Tacoma to talk to Dahl and Crisman, but before this transpired, he had a visit from two Army Air Force investigators, Captain William Davidson and Lieutenant Frank M. Brown, both of A2 military intelligence of the Fourth Air Force out of Hamilton Field, California. The army had gone so far as to put an A-26 bomber at the
96000	97000	Section 31: errie. Banister was a rabid anti-Communist and racist who was suspected of being involved in anti-Castro intrigues along with Ferrie. Lee Harvey Oswald, while a resident of New Orleans, had agitated for the Fair Play for Cuba Committee and had the address of Banister’s office stamped on some of the flyers he handed out. As incredible as this sounds, it is all very well documented. Banister was an FBI agent investigating Kenneth Arnold and Maury Island
97000	98000	Section 31: utors and investigators working for District Attorney Jim Garrison during his celebrated probe into the assassination of President John F. Kennedy. During the questioning, Crisman revealed that he was still in touch with Harold Dahl and that it was Dahl who put him in touch with one Thomas Beckham, an important figure in the Garrison probe but one that the New Orleans DA could not figure out. Dahl was running a large secondhand store at the time th
98000	99000	Section 35: berattacks. But the US Army’s Cyber Warfare Command had no such restriction. Neither did the CIA. So, you had a situation where US Army and CIA officers were in charge of conducting cyber warfare from NSA headquarters at Fort Meade. The NSA could not do it, but theycould. What if the CIA had a similar arrangement with the US Air Force? The US Air Force has no restriction from using its Office of Special Investigations (AFOSI) domestically. The CIA
99000	100000	Section 36: et’s take that metaphor a little further. The blind men are Einstein and Hawking, Bohr and Pauli, and that old Nazi Werner Heisenberg, too. Make some room for Frantz Fanon, André Breton, Leo Tolstoy, and Antonin Artaud. Maybe John Cage and Karlheinz Stockhausen. And the elephant itself? The problem is not that the men are blind, but that the elephant keeps changing shape. It represents a science first sensed by German mathematicians and philosophers i
100000	101000	Section 10: a group of wealthy and influential Americans in contact with a spacecraft hovering above the Earth and speaking through an Indian medium at a remote farmhouse in Maine. That same year, Winston Churchill gives his famous Iron Curtain speech, and the Cold War with the Soviet Union officially begins. And on December 13, 1947, the Russian artist, mystic, seer, political adventurer, and UFO witness Nicholas Roerich dies. He was seventy-three. In Pasaden
101000	102000	Section 10: already had been “ghost rockets” in Sweden that were blamed on the Russians; why not the “flying disks” of Maury Island and Roswell? One such document—dated October 25, 1947, from Major Earl S. Browning, Jr., to a CIC (Counter Intelligence Corps) distribution list in Europe—states: Inclosed [sic] . . . written at WRIGHT FIELD, Ohio, concerning flying saucers, is forwarded for compliance therewith. The Air Materiel Command is of the opinion that some sort of obj
102000	103000	Section 11: d on July 26, 1947, only weeks after the discovery of the “crashed disc” at a ranch near Roswell, New Mexico. The National Security Act created the Central Intelligence Agency as well as the Department of Defense and the United States Air Force. Before the act was signed, however, there had been an influx of Nazi rocket scientists to the United States under Operation Paperclip. We now know that this operation permitted not only hundreds but thousands of indivi
103000	104000	Section 31: es is truth. —Senator Hiram Johnson, 1918 Richard Doty, formerly of USAF OSI, claims OSI spied on civilian UAP researchers, even breaking and entering homes and feeding them disinformation. One of the prominent targets, Paul Bennewitz, a resident of Arizona, became unstable and eventually committed suicide. Are these activities not plainly unlawful? Why has the DoD Civilian Oversight Official or Congress not investigated? —Christopher Mellon, 2021134
104000	105000	Section 31: intain operational security among sworn military personnel; when it comes to the civilian population, more extreme (and imaginative) measures are required. Enter Kenneth Arnold, Harold Dahl, and Fred Crisman once again. On July 29, 1947, Kenneth Arnold flew from Boise, Idaho, to Tacoma, Washington, for the interview with Dahl and Crisman. Oddly, Arnold had another UFO sighting on this flight and attempted to give chase, but the speed of the cr
105000	106000	Section 32: . Theodore von Kármán was a member of Project Sign in those early days, as extant memos demonstrate. Then, in January 1948, Captain Mantell died while in pursuit of a UFO over the American Midwest. In July of that year, Julius Rosenberg was arrested as a Soviet spy. The following month his wife, Ethel Rosenberg, was arrested. A month later, Jack Parsons was suspended from his role at the Jet Propulsion Laboratory that he cofounded, due to his involveme
106000	107000	Section 33: a new and stronger organization that included former Pentagon and CIA officials as well as scientists and engineers with specialized knowledge of the UFO Phenomenon. And then, of course, there were the revelations in the New York Times the following December (2017) that the US government had a UFO investigative agency buried deep within the Pentagon: AATIP (the Advanced Aerospace Threat Identification Program). This recap is necessary in light of what
107000	108000	Section 33: phenomenon. The Russians playing tricks on their people the same way we are playing tricks on ours? This does not make sense. The New York Times published an article on October 11, 1989, just days after the Voronezh incident, in which TASS—the official news agency of the Soviet regime—insisted that the incident was genuine. Entitled “U.F.O. Landing is F
108000	109000	Section 36: (a) the US Navy was aware that UFOs were “real”; and (b) that Tom DeLonge and his band of ex-military and intel professionals had been telling the truth all along. Briefly, the story is as follows: In November 2004, the Nimitz Carrier Strike Group was conducting exercises off the coast of Southern California and the Baja Peninsula. During the period November 10–November 16 the Strike Group had multiple encounters with what the Navy termed “Anomalous Aerial Vehicl
109000	110000	Section 6: et_Machines_-_WAR_ebook On November 22, 2023—the sixtieth anniversary of the assassination of President John F. Kennedy—Christopher Mellon (former deputy assistant secretary of defense for intelligence in the Clinton and George W. Bush administrations) published an article in the Debrief entitled “Disclosure and National Security: Should the U.S. Government Reveal What It Knows about UAP?”1 The very first lines of the article read: Imagine you were ju
110000	111000	Section 6: intelligence specialist Lue Elizondo, the man who startled us all with revelations about the existence of AATIP, the Advanced Aerospace Threat Identification Program that he ran at the Pentagon, which focused on UAPs, or Unidentified Aerial Phenomena (considered less whimsical and more inclusive of related experiences than the more commonly used UFO). In July 2020, he gave an interview on the Coast to Coast AM radio program with George Knapp on his history with AATI
111000	112000	Section 31: er on in the same memo, we realize that this was not the case. Crisman had been in contact with Amazing Stories publisher Ray Palmer, telling him about the event, and on June 26, 1947, Palmer wrote to Kenneth Arnold who by this time had made headlines due to his sighting of “flying saucers” on June 24, 1947: three days after Maury Island.139 Palmer as
112000	113000	Section 32: a “New Chinese Academy of Parapsychology” was announced, “and procedures for correspondence with Chinese parapsychologists” had been submitted.176 Further, a “Chronology of Recent Interest in Exceptional Functions of the Human Body in the People’s Republic of China” appears among the released CIA documentation on psychic studies in China, and it begins in 1978 and extends to 1990, for a total of thirty-six entries over four pages.177 Among the ent
113000	114000	Section 32: le, especially with the support of the man they called China’s Einstein: Qian Xuesen himself. Qian Xuesen died on October 31, 2009: the anniversary of the day that the Suicide Squad conducted its first rocket test in the Arroyo Seco outside Pasadena. It was Halloween, a day not recognized as a holiday of any kind in China. However, on January 2, 2019, less than ten years after Qian’s death, China landed its first rocket on the Moon. It landed on th
114000	115000	Section 11: and Marathon Man introduced the idea of a postwar Nazi underground operating in Latin America and the United States to a wider audience. The closest a popular novelist came to providing a context for this phenomenon was Frederick Forsyth’s The ODESSA File. While the former two films focused on singular personalities—Josef Mengele and Eduard Roschmann, respectively—Forsyth’s novel captures the larger picture of a reborn postwar (West) Germany being creat
115000	116000	Section 11: ers in Europe as well as in Latin America, along with famed Luftwaffe ace pilot Hans-Ulrich Rudel who—like Skorzeny—was also a consultant to the US government, specifically (in Rudel’s case) on aviation design matters.75 Both Skorzeny and Rudel had appeared at Colonia Dignidad in Chile, which was used as a base for Operation Condor: the aggressive anti-Communist alliance of Chile, Argentina, and other Latin American governments that performed assassi
116000	117000	Section 11: its resources—and sacrifice its foreign policy objectives—on hunting down and dismantling the very networks that would help them win the Cold War? In Germany itself, former high-ranking Nazi intelligence officers such as Wehrmacht General Reinhard Gehlen, found themselves working for Allied intelligence against the Soviets. Gehlen would jump-start the CIA’s anti-Soviet operations from West Germany, using his network of operatives throughout the East. It is debatable tod
117000	118000	Section 11: such as Bishop Alois Hudal. On the other hand, Fuldner’s system ran through Spain, which—under Franco—was quite friendly to the Nazis and indeed was the country where Otto Skorzeny would relocate after the war. Funded by Ludwig Freude—one of the ten richest men in Latin America at the time—it was called CAPRI: Compañia Argentina para Proyectos y Realizaciones Industriales (Argentine Company for Industrial Projects and Productions). Freude was a close
118000	119000	Section 31: cially as Air Force regulations required oxygen masks at altitudes in excess of fourteen thousand feet. But one pilot persisted and climbed after the UFO. That was Captain Thomas F. Mantell, twenty-five years old, of the Kentucky Air National Guard, who happened to be in the area since he was ferrying his Mustang from Georgia to Kentucky. Twenty-five thousand feet. His Mustang’s engine is screaming with the effort. Mantell is climbing almost straight up. His voice
119000	120000	Section 32: ce of Ufological studies, has announced its own official program to study UFOs.186 Like the United States, China stops short of calling them “aliens” but admits they are unknown phenomena, and they are employing advanced Artificial Intelligence (AI) programs to track, analyze, and hopefully identify them. In the West, as mentioned, Li Hongzhi’s news operation, the Epoch Times, and his performance art operation, Shen Yun, have attracted a right-wing following n
120000	121000	Section 32: der “General Observations” we read: Significant Difference in Approach of East and West to Parapsychology: West is more skeptical and less supportive of research East generally ahead of West in achieving credible results Chinese Research goes under Several Names, most commonly Enhanced Human Body Functions Somatic Science examines three inter-related areas Traditional Chinese Medicine The document goes on to describe the somatic-science approach, which
121000	122000	Section 32: East, and Latin America. There were U-2 flights over the Soviet Union—an aircraft that was designed and built in a remote test site that would become known as the notorious Area 51 in Nevada, just outside Las Vegas—until Francis Gary Powers was shot down in one and captured. And, later, the Bay of Pigs invasion and the Cuban Missile Crisis. This was a time when it seemed certain that the entire world would be vaporized in atomic conflict and sent into a ce
122000	123000	Section 32: s a “U.F.O. Boom” in China, with dozens of sightings multiplying across the country being recorded and studied by official government research institutes and attracting the attention of the PLA including, especially, the Chinese Air Force. This article appeared at the height of Falun Gong suppression in China, with thousands of followers undergoing interrogations and imprisonment since the previous July (which was noted in passing). The UFO wave began in
123000	124000	Section 32: —produced a film about PK in which Zhang Baosheng served as subject. It showed a marked medical pill passing through glass. Military support of psychic sciences (PSI) research was indicated when this film was awarded a “Scientific Research Achievement Prize” of the second class by the Spaceflight Department.”179 As can be seen from the above brief survey, the study of paranormal phenomena in China came under the aegis of the People’s Liberation Army (PLA), especially those
124000	125000	Section 36: nce in the ocean that the Navy’s own state-of-the-art submarine in the vicinity could not detect, and it bounced back and forth in the sky “like a Ping Pong ball,” according to Commander David Fravor’s characterization. As Commander Fravor said in television interviews concerning the event, and as verified by the official naval report on the incident, at one point the Tic Tac disappeared from view and turned up moments later at the Hornets’ original stagi
125000	126000	Section 42: hod yet to be developed, without express written permission of the publisher. 1150 Garden View Road, Box #230393, Encinitas, CA 92024 To The Stars… and Sekret Machines is a trademark of To The Stars, Inc. Cover Design by Jesse Reed Book Design by Lamp Post Managing Editor: Kari DeLonge Manufactured in the United States of America ISBN 978-1-943272-45-7 (Hard Cover trade) ISBN 978-1-943272-46-4 (eBook) ISBN 978-1-943272-48-8 (Hard Cover Limited Edition) Distri
126000	127000	Section 11: aking about actually having witnessed aircraft coming out of the South Pole. This was the year of Operation HIGHJUMP (1946–1947), an expensive and oddly timed expedition to Antarctica by the US Navy, organized by Byrd.58 Once World War II had ended officially with the surrender of Japan on September 2, 1945, the American coffers were dangerously low. The war had cost a fortune, and there was pressure to cut back significantly on the defense budget. Ho
127000	128000	Section 11: Sekret_Machines_-_WAR_ebook-4 Weaponizing the Wizards: Nazi UFOs “An evil face . . . He looks like a German Nazi . . . a Nazi . . .” —UFO abductee Barney Hill, Hypnosis Session with Dr. Benjamin Simon, 1964, describing one of his alien abductors. Heute die Welt, Morgen das Sonnensystem! —Robert Anton Wilson, The Illuminatus!Trilogy Obviously, the idea that UFOs are of human d
128000	129000	Section 32: , etc. It was then, that same year, on June 6, 1950, that Qian’s security clearance was revoked after a confrontation with LAPD’s Red Squad. He was questioned by the FBI, and as the tension over Communists and especially Chinese Communists rose considerably due to the outbreak of the Korean War that month, he decided he would leave the United States and return to China. However, he signaled openly his intention to do so by informing his friend the under s
129000	130000	Section 32: and skeptical comments, to be sure. It was also the year that the Soviet Union exploded its first atomic bomb, on August 29. As all this was going on, on September 21, 1949, the armies of Mao Zedong were victorious over General Chiang Kai-shek and his Kuomintang Army who fled to the island of Taiwan to form the “Republic of China.” Communism and revolution were dominant movements in the East, and the countries of East and Southeast Asia were vulnerable t
130000	131000	Section 33: d the Soviet Union, there was also a “UFO gap” and a “remote viewing” gap. Five years after the Belokoroviche incident mentioned previously, the Russians reported the existence of a special laboratory at the Institute of Radio Engineering and Electronics at the USSR Academy of Sciences. This revelation came during a radio interview on the BBC on June 8, 1987. This special laboratory was established for the study of “what is popularly known as ESP,” a “gr
131000	132000	Section 6: mpetition with the Soviet Union eventually turned into a collaborative space exploration effort involving the Russians and many other nations. That was the point of one of the last National Security Memoranda composed by President Kennedy, dated November 12, 1963, and entitled “Cooperation with the USSR on Outer Space Matters.” It was addressed to NASA’s administrator, asking for “broader cooperation between the United States and the USSR in outer space.
132000	133000	Section 11: in San Carlos de Bariloche—where Dr. Ronald Richter was attempting to build a nuclear fusion device called the Thermotron. Richter (1909–1991) was a research scientist and physicist who had worked with such luminaries as Max Steenbeck and Manfred von Ardenne in Germany during the war. Both Steenbeck and von Ardenne wound up in the Soviet Union, working on the Russian atomic bomb project. Richter, on the other hand, was largely ignored until he was re
133000	134000	Section 32: nerable to the same enthusiasms. After North Korea, Vietnam, Laos, and Cambodia were on the list. War would terrorize the East for a long time to come. And in 1959, a young revolutionary managed to oust longtime dictator Fulgencio Batista from rulership of the island nation of Cuba, and Fidel Castro would become a household name. The same day that Castro took power in Havana—January 1, 1959—the West German newspaper Neues Europa published an interview wi
134000	135000	Section 11: . Perhaps hundreds of engineers and laborers. Exotic raw materials. The Third Reich had been decimated, its factories destroyed, its scientists and engineers in prisons or recruited under programs like Paperclip, Alsos, Operation Big, Operation Lusty, Operation Sea Horse, the Fedden Mission, and similar operations in the Soviet Union and France. There was no way that something like a “flying saucer” or a “foo fighter” could be designed, developed, a
135000	136000	Section 11: ader who valued German scientific and technical expertise without reservation. While the sojourn of Reimar Horten to Argentina to help develop jet aircraft for Perón is familiar in Ufological circles, as is the ill-fated Huemul Project of Ronald Richter, what may not be so familiar is the establishment of industrial institutes in Argentina to act as boondoggles for Nazi scientists and engineers. An Argentine-born SS officer—Carlos Fuldner—created a sy
136000	137000	Section 11: eed of light and are essential to this particular antigravity concept. Tachyons were mentioned in the book by Nick Cook, The Hunt for Zero Point, and were an interest of Hal Puthoff (currently a member of To The Stars). According to Hermann Oberth, Pinkell had been employed by the Soviets to discover a workable hypothesis for Levetzow’s tachyon conc
137000	138000	Section 11: ers. While some of these networks originally operated autonomously there was a great deal of crossover between them. In some cases, they shared facilities with each other, such as in friendly countries in Latin America. In Bolivia, Klaus Barbie even rose to the head of that country’s secret police organization. In Chile, Colonia Dignidad served as a sanctuary for Nazis on the run—such as Josef Mengele—and as a training site for Chilean secret pol
138000	139000	Section 11: for Chilean secret police interrogation specialists. Colonia Dignidad was also revealed as a node in Operation Condor: a multinational anti-Communist terrorist and assassination program, run by local dictatorships in the Southern Cone of South America along with the assistance of Nazi intelligence specialists such as Barbie. But as we hunted and searched through Latin America looking for war criminals to bring to justice, we were distracted from the
139000	140000	Section 32: a “Scientific Research Achievement Prize” of the second class by the Spaceflight Department.”179 As can be seen from the above brief survey, the study of paranormal phenomena in China came under the aegis of the People’s Liberation Army (PLA), especially those institutes and divisions concerned with aerospace matters and specifically, in some cases, with UFO research. The Chinese scientists understood that paranormal phenomena are a challenge to our un
140000	141000	Section 33: cret police as an excuse to conduct pogroms against Jews everywhere in the Russian empire. Alfred Rosenberg brought this document to the attention of his idol, Adolf Hitler, as justification for the worst excesses of the Third Reich and the Holocaust. It was cited as a factual document by no less an American icon than Henry Ford, and is still available today in many translations around the world. This manipulation of consciousness—of causing a targ
141000	142000	Section 33: enefit Moscow. “Workers of the world, log on!” Whether one chooses to believe Russian interference in the US election or not, the result is beyond doubt: the alienation of Western Europe, and America’s bickering with the European Union and with NATO (as well as Brexit, which was choreographed by the same individuals—including Robert Mercer and Cambridge Analytica—who were supporting the Trump campaign) is only one obvious benefit for Russia, which see
142000	143000	Section 33: on the subject of UFOs, including with John Podesta himself. A year later, Tom DeLonge reappeared with a new and stronger organization that included former Pentagon and CIA officials as well as scientists and engineers with specialized knowledge of the UFO Phenomenon. And then, of course, there were the revelations in the New York Times the
143000	144000	Section 33: tic presidential election in the United States, an online entity known as WikiLeaks dumped a large number of emails hacked from the account of Hillary Clinton’s campaign manager, John Podesta. Clinton was running against Donald Trump, and it was no secret that the Russians favored Trump over Clinton. These hacked emails became the intense focus of the Trump campaign, of course, but also of a growing faction within the United States citizenry that ha
144000	145000	Section 35: ictures as they were when it came to domestic operations? For instance, in the case of the infamous Stuxnet program—Operation Olympic Games—the NSA was forbidden by charter from conducting cyberattacks. But the US Army’s Cyber Warfare Command had no such restriction. Neither did the CIA. So, you had a situation where US Army and CIA officers were in charge of conducting cyber warfare from NSA headquarters at Fort Meade. The NSA could not do it, but theycould
145000	146000	Section 35: ing cyber warfare from NSA headquarters at Fort Meade. The NSA could not do it, but theycould. What if the CIA had a similar arrangement with the US Air Force? The US Air Force has no restriction from using its Office of Special Investigations (AFOSI) domestically. The CIA does. Thus, a relationship between the two groups would take the following form: CIA informs AFOSI of a domestic target, or spitballs a possible domestic intelligence scenario, and then AFO
146000	147000	Section 36: against them. The “Tic Tacs” performed what would be impossible aerial maneuvers for any known aircraft. The Hornets could not get a radar lock on the AAV but were able to video the encounter using Raytheon’s AN/ASQ-228 Advanced Targeting Forward-Looking Infrared (ATFLIR), simply referred to as the FLIR video in most news stories. The craft was able to make a sudden stop in midair, turn on a dime, and descend rapidly from sixty thousand feet to nearly sea level.
147000	148000	Section 36: tz Carrier Strike Group was conducting exercises off the coast of Southern California and the Baja Peninsula. During the period November 10–November 16 the Strike Group had multiple encounters with what the Navy termed “Anomalous Aerial Vehicles” (AAVs), or what are more commonly known as UFOs or UAPs. Finally, on November 14, the USS Princeton (a Ticonderoga-class guided missile cruiser that was part of the strike group) detected the AAVs once again and sent t
148000	149000	Section 8: an citizens or considers American citizens as collateral damage in intelligence operations targeting foreign enemies. The infamous example of Richard Doty is one such case in which he claimed that the Air Force Office of Special Investigations (AFOSI) targeted individual Ufologists as part of a campaign to disseminate disinformation regarding UFOs. (While the legal status of the Central Intelligence Agency prohibits it from conducting intelligence operations
149000	150000	Section 8: arly as H. G. Wells’s War of the Worlds and in films like The Day the Earth Stood Still and Independence Day, among many others. “Feel good” films about Aliens include such optimistic offerings as Close Encounters of the Third Kind and E.T. These attempts at imagining what contact might be like between humans and some proposed Other are useful, for this is a subject we should be thinking about and considering, for a whole host of reasons. This ten
150000	151000	Section 8: military projects involving the study of remote viewing, for example, were denied funding by Congress because it was believed to be somehow unholy.17 The study of the UFO Phenomenon suffered the same fate. It would take Senator Harry Reid from Nevada and two of his colleagues to crack open the door once again in Congress—and from there to the Pentagon—for an official investigation of the UFO Phenomenon. And it would take further concerted action by a num
151000	152000	Section 9: eded by better and more competent versions, but for decades Mathers was the only source for English-language translations of the Keys of Solomon, The Book of Abramelin, and selections from Christian Knorr von Rosenroth’s Kabbala Denudata. The extent of the influence of MacGregor Mathers and the Golden Dawn, however, can be gleaned from the fact that one of its members was the Nobel Prize–winning poet William Butler Yeats; and Mina Mathers’s brother, of
152000	153000	Section 9: Rosenroth’s Kabbala Denudata. The extent of the influence of MacGregor Mathers and the Golden Dawn, however, can be gleaned from the fact that one of its members was the Nobel Prize–winning poet William Butler Yeats; and Mina Mathers’s brother, of course, was another Nobel Prize winner. Both Yeats and Bergson had won their respective prizes in literature. Thus, the circle around this esoteric order was humming with considerable talent, particularly
153000	154000	Section 9: War of the Worlds (1898) When H. G. Wells published the above lines, it seemed the world had already been visited by “intelligences greater than man’s.” The period 1896–1897 was the time of the Great Airship sightings in North America and Europe when strange vehicles only moderately more advanced than steamships and dirigibles (and representing a kind of hybrid of the two) floated serenely over the American landscape—from California to the East Coast
154000	155000	Section 36: d space between the 1947 UFO sightings in the Pacific Northwest, a séance in New England in 1952, and the assassination of John F. Kennedy in 1963.206 We’ve discussed here the strange nexus between a dedicated occultist—Jack Parsons—and the American space program, and we should not forget the American flying saucer enthusiast who was also a committed Nazi: William Dudley Pelley. Let’s not forget Andrija Puharich, who believed himself to be in conta
155000	156000	"Section 33: at spacemen descended bearing Promethean gifts. Between this likely and unlikely hangs the UFO enigma. —Sheila Ostrander & Lynn Schroeder, Psychic Discoveries Behind the Iron Curtain, 1970. “So the Chekists as well studied occultism here in Russia?"" “There’s nothing paradoxical that such a subject matter was within the security organs’ field"
